0.00070716	0.000913825	0.001213756	0.001308903	0.0019566	0.002275085	0.002969049
0.000871518	0.001373629	0.001928724	0.001634938	0.006937131	0.004944247	0.01513341
0.001299259	0.002006035	0.002142087	0.002058978	0.003512946	0.005218142	0.006622926
0.001256236	0.00295415	0.002231809	0.002887917	0.00467009	0.012878907	0.01281249
0.001349489	0.002865459	0.002456736	0.003636134	0.009639086	0.019537343	0.017541231
0.003179695	0.008825746	0.003983379	0.004554144	0.008541073	0.017432725	0.018636327
0.002138028	0.002907509	0.008615363	0.009993572	0.014803374	0.032167236	0.023334506
0.002737513	0.004108326	0.013798079	0.008200243	0.019556765	0.021949235	0.046219113
0.003347883	0.010146642	0.004557459	0.005434771	0.027817078	0.039070103	0.052911056
0.003264152	0.011774033	0.012628971	0.006338257	0.030459321	0.047284114	0.077201727
0.006051967	0.009374927	0.031850037	0.010882156	0.020910742	0.029338799	0.045011335
0.002769827	0.003764206	0.013093137	0.008876391	0.024919533	0.055223235	0.090856436
0.00706492	0.022456636	0.007233281	0.019027236	0.066172347	0.040687968	0.184568646
0.003435769	0.026720663	0.008667458	0.054280584	0.022760523	0.082492433	0.124254577
0.003331688	0.013836295	0.008948911	0.021048236	0.052556214	0.429398616	0.591961555
0.003929191	0.00812331	0.041693863	0.01065828	0.03689185	0.050083257	0.064516962
0.003479793	0.006060642	0.049808454	0.093995732	0.417732101	0.051997927	0.116781071
0.006311634	0.037724969	0.030373793	0.142041242	0.111940154	0.122500004	0.814861768
0.00421157	0.005648031	0.074669607	0.097269971	0.035609089	0.053065061	0.092444804
0.0087562	0.023183776	0.088791412	0.170858824	0.077982246	0.090092701	0.076689212
0.030909335	0.007529865	0.015717581	0.112298581	0.044909526	0.089679403	0.129282784
0.008898587	0.054155849	0.019117039	0.051063788	0.052573474	0.318497772	0.630263068
0.006413642	0.0070469	0.08377097	0.105456732	0.051878822	0.13014859	0.203100991
0.022896624	0.03289425	0.013075419	0.018446274	0.077771753	0.352307268	0.203983877
0.005625912	0.010312	0.057223242	0.068586313	0.068737529	0.089024221	0.118558301
0.046432384	0.039240737	0.154545564	0.022957375	0.313547369	0.271363442	0.983702173
0.03038369	0.08168473	0.067512722	0.018095836	0.05559695	0.10935521	0.257068822
0.005526168	0.008736896	0.014446875	0.015694681	1.749931855	2.645986398	5.507948053
0.057594674	0.010183873	0.013247971	0.023831903	0.07748946	0.171518621	0.158068991
0.007082707	0.009435926	0.017538994	0.016525833	0.076796251	0.152428678	2.036301529
0.005934536	0.138251495	0.22045681	0.184451642	0.070827674	0.126172754	0.303837016
0.037921146	0.147149035	0.296795067	0.197681756	0.054788889	0.63511303	0.420736157
0.013637819	0.008858999	0.234680808	0.514412844	0.063165828	0.122875046	0.834195256
0.076847852	0.012600421	0.016156865	0.290490834	0.222449371	1.867524208	0.419864427
0.013544235	0.010804034	0.181911657	0.452563771	0.075347763	0.225635283	0.251147671
0.007022794	0.073171728	0.11798842	0.238605073	0.795322259	0.646075862	1.160653524
0.093699209	0.012286893	0.019415235	0.263145392	0.59095853	0.123952223	2.377155993
0.01996635	0.08127574	0.126742844	0.488636232	1.272990689	1.330188735	0.549327355
0.101405067	0.041849856	0.41064046	0.161107688	0.069610324	0.152603798	0.333509275
0.0618512	0.24287096	0.028385779	0.191480529	0.685022831	1.486387688	2.783452308
0.008159461	0.089797449	0.255122098	0.183819781	0.154005361	1.424821595	0.958375189
0.069550462	0.181028996	0.380622547	0.197091807	0.173832844	0.147119249	1.618697112
0.024720585	0.09924482	0.023577735	0.040434781	0.230233989	1.205441417	0.562492117
0.026839996	0.11111634	0.159962647	0.043172619	0.551245476	2.647916698	4.098521852
0.010618217	0.105382202	0.021440517	0.035226268	0.978313036	2.111141188	13.731441949
0.064903608	0.017430532	0.076468659	0.591436307	1.692874588	4.359020416	0.713418524
0.147694116	0.120153393	0.615591048	0.631723586	2.184322134	1.48762708	0.502237851
0.086673867	0.019305734	0.026580665	0.839904265	1.851982715	0.796020789	1.496365515
0.009582197	0.350560481	0.02998726	0.702921273	1.414443167	0.845293049	4.174448003
0.035176515	0.017905698	0.596883466	1.022870352	1.200671311	4.055809189	5.443775876
0.035238479	0.298378054	0.402410381	1.251421587	0.63266745	7.189787517	3.420253081
0.011141777	0.150436751	0.246417803	1.319559278	0.105140543	2.190419753	0.274782404
0.012854526	0.019918654	0.024552596	0.047000732	0.937251783	2.173460626	2.334632707
0.010781624	0.434200684	0.030192348	1.149740574	1.224642792	0.9234668	0.329424424
0.012617984	0.302450152	0.906263386	0.885187856	2.104622423	1.729328963	9.700715603
0.039236704	0.188385287	0.028885317	0.966389279	2.974121514	5.038967615	0.395276206
0.011851086	0.049380877	0.460380044	0.647594217	3.251695968	4.745737449	3.703776322
0.04220521	0.526452628	0.791873024	0.378221578	2.753697815	0.306824383	9.130477397
0.044430372	0.557342141	0.49812278	0.425272738	2.080345857	0.25514016	13.739071935
0.013189074	0.378953764	0.301023352	0.177560938	1.210050358	0.344958601	1.2451962
