0.0	0.0	0.01	0.0	0.01	0.03	0.02
0.0	0.01	0.01	0.01	0.04	0.03	0.03
0.02	0.01	0.01	0.01	0.05	0.07	0.08
0.01	0.02	0.02	0.02	0.07	0.06	0.09
0.01	0.05	0.03	0.05	0.18	0.35	0.59
0.02	0.02	0.03	0.03	0.13	0.17	0.19
0.02	0.02	0.03	0.04	0.14	0.23	0.42
0.04	0.02	0.03	0.05	0.16	0.25	0.43
0.02	0.05	0.1	0.11	0.4	0.82	1.32
0.02	0.04	0.04	0.06	0.28	0.46	0.43
0.03	0.04	0.05	0.06	0.27	0.42	0.51
0.03	0.05	0.06	0.08	0.3	0.51	0.64
0.05	0.1	0.12	0.19	0.74	1.65	2.31
0.04	0.07	0.07	0.1	0.35	0.74	0.84
0.05	0.05	0.09	0.13	0.36	0.85	0.83
0.04	0.09	0.1	0.12	0.46	0.83	0.92
0.06	0.11	0.19	0.25	1.18	3.0	3.92
0.05	0.1	0.1	0.14	0.54	0.91	1.63
0.08	0.09	0.11	0.16	0.65	1.18	1.4
0.06	0.1	0.17	0.22	0.67	1.14	1.53
0.08	0.17	0.22	0.32	1.37	3.8	7.67
0.07	0.11	0.13	0.22	0.61	1.28	2.33
0.07	0.11	0.14	0.19	0.67	1.61	2.65
0.08	0.12	0.16	0.29	0.75	1.42	2.46
0.12	0.25	0.36	0.5	2.03	5.06	11.11
0.11	0.12	0.19	0.31	1.25	1.78	4.22
0.1	0.16	0.23	0.33	1.23	2.64	4.43
0.11	0.19	0.26	0.35	1.71	2.57	4.43
0.15	0.32	0.47	0.66	4.07	7.95	17.91
0.11	0.22	0.32	0.4	1.7	2.58	5.5
0.12	0.23	0.29	0.43	1.84	3.28	5.22
0.16	0.24	0.33	0.48	1.85	3.15	4.94
0.11	0.21	0.32	0.44	2.25	3.27	5.41
0.14	0.25	0.35	0.53	2.68	3.14	5.07
0.14	0.24	0.36	0.58	2.96	4.43	8.25
0.15	0.26	0.53	0.61	3.44	3.91	6.37
0.14	0.26	0.39	0.64	3.06	5.15	8.01
0.15	0.3	0.52	0.62	3.61	4.6	9.08
0.21	0.29	0.53	0.81	4.05	5.92	12.06
0.16	0.47	0.54	0.76	4.05	5.55	9.06
0.17	0.37	0.59	0.77	3.86	6.7	10.12
0.24	0.34	0.56	0.79	3.77	5.28	9.04
0.18	0.4	0.61	0.95	4.88	8.01	13.4
0.21	0.42	0.61	0.87	4.19	7.08	13.57
0.22	0.43	0.64	0.95	5.23	9.06	13.13
0.21	0.51	0.69	1.0	4.57	7.36	11.24
0.22	0.52	0.75	1.15	5.11	9.61	14.93
0.25	0.52	0.9	1.17	4.46	7.6	13.35
0.24	0.58	0.82	1.2	6.31	10.63	17.6
0.25	0.53	0.77	1.22	5.06	8.63	13.04
0.26	0.57	0.89	1.29	5.9	9.86	18.99
0.27	0.63	0.87	1.49	4.64	9.09	14.57
0.26	0.6	0.94	1.52	5.59	12.43	18.77
0.34	0.65	1.0	1.38	5.33	10.21	17.02
0.29	0.66	1.02	1.41	6.59	12.94	22.33
0.36	0.69	1.05	1.53	6.43	10.18	17.89
0.32	0.72	1.11	1.75	7.04	14.41	24.01
0.37	0.77	1.03	1.63	6.18	11.09	20.61
0.34	0.73	1.18	1.77	6.96	14.76	23.23
0.34	0.76	1.17	1.72	6.62	11.86	20.18
0.36	0.79	1.31	1.97	7.98	16.28	30.87
0.36	0.83	1.38	1.98	8.22	15.83	25.41
0.38	0.85	1.42	1.89	11.42	17.71	26.03
0.37	0.94	1.4	1.96	9.86	14.58	25.17
0.4	0.88	1.66	2.13	10.57	19.43	32.12
0.39	0.93	1.42	2.09	11.71	17.01	23.4
0.42	0.98	1.61	2.33	12.35	21.83	31.77
0.43	1.02	1.53	2.19	9.14	19.5	26.22
0.44	1.13	1.74	2.48	9.32	22.07	33.14
0.45	1.09	1.69	2.38	9.17	18.17	33.59
0.49	1.13	1.84	2.55	11.87	24.56	42.01
0.47	1.16	1.76	2.76	9.48	21.32	32.67
0.49	1.24	1.93	2.66	12.43	26.24	39.84
0.53	1.28	2.14	2.61	10.76	24.0	33.13
0.54	1.25	2.19	3.1	13.17	27.92	43.37
0.54	1.29	1.96	2.96	11.24	22.66	34.09
0.54	1.35	2.13	3.03	13.29	30.45	41.61
0.57	1.52	2.16	3.09	13.09	25.48	43.23
0.58	1.42	2.24	3.18	17.07	33.66	50.64
0.63	1.56	2.64	3.18	12.95	26.38	38.33
0.61	1.45	2.38	3.33	15.79	33.65	50.28
0.62	1.54	2.27	3.74	14.66	28.4	43.55
0.62	1.66	2.43	3.76	14.56	35.49	50.63
0.74	1.67	2.49	3.57	14.24	28.35	47.11
0.65	1.71	2.77	3.82	16.99	39.47	58.22
0.69	1.64	2.65	3.71	14.19	32.21	66.65
0.69	1.82	2.77	4.1	18.26	36.67	62.09
0.68	1.8	2.76	4.01	15.82	38.63	52.35
0.7	1.88	2.99	4.45	20.82	41.97	61.61
0.74	2.27	3.11	4.17	15.91	39.72	48.29
0.76	1.99	3.17	4.56	20.85	42.9	53.9
0.78	1.99	2.98	4.71	18.52	49.82	47.26
0.79	1.97	3.31	5.05	21.44	53.77	59.99
0.82	2.11	3.23	4.75	19.18	40.74	49.22
0.8	1.94	3.39	4.81	24.33	52.91	65.43
0.86	1.97	3.35	4.52	21.75	36.93	55.53
0.89	2.13	3.65	5.19	24.13	55.8	65.11
0.89	2.26	3.33	5.03	21.14	50.3	64.03
0.91	2.31	3.62	5.43	24.54	63.41	69.77
0.91	2.24	3.57	5.17	22.76	52.57	65.15
